Date,Workout,Exercise,Set,Reps,Weight (lbs),Raw,Exercise_Normalized,Exercise_Canonical
2025-05-23,Pull Day,Cable pull-over,3,12,60,,Cable Pull-over,
2025-05-23,Pull Day,Chest Supported T-Bar Rows,1,8,80,,Chest Supported T-bar Rows,
2025-05-23,Pull Day,Chest Supported T-Bar Rows,2,8,90,,Chest Supported T-bar Rows,
2025-05-23,Pull Day,Chest Supported T-Bar Rows,3,8,100,,Chest Supported T-bar Rows,
2025-05-23,Pull Day,DB Hammer curls,1,8,50,,Dumbbell Hammer Curls,
2025-05-23,Pull Day,DB Hammer curls,2,8,50,,Dumbbell Hammer Curls,
2025-05-23,Pull Day,Seated Cable Facepull,1,12,70,,Seated Cable Facepull,
2025-05-23,Pull Day,Seated Cable Facepull,2,12,75,,Seated Cable Facepull,
2025-05-23,Pull Day,Side Crunch (on Roman Chair),1,10,45,,Side Crunch,
2025-05-23,Pull Day,Side Crunch (on Roman Chair),2,10,50,,Side Crunch,
2025-05-23,Pull Day,Side Crunch (on Roman Chair),3,10,55,,Side Crunch,
2025-05-24,Shoulders/Arms,DB Lateral Raises,1,8,35,,Dumbbell Lateral Raises,
2025-05-24,Shoulders/Arms,DB Lateral Raises,2,8,40,,Dumbbell Lateral Raises,
2025-05-24,Shoulders/Arms,DB Lateral Raises,3,8,45,,Dumbbell Lateral Raises,
2025-05-24,Shoulders/Arms,Incline Dumbbell Bicep Curl,1,8,35,,Incline Dumbbell Bicep Curl,
2025-05-24,Shoulders/Arms,Incline Dumbbell Bicep Curl,2,6,40,,Incline Dumbbell Bicep Curl,
2025-05-24,Shoulders/Arms,Incline machine chest press (captioned),1,8,130,,Incline Machine Chest Press,
2025-05-24,Shoulders/Arms,Incline machine chest press (captioned),2,8,135,,Incline Machine Chest Press,
2025-05-24,Shoulders/Arms,Machine preacher curl,1,12,80,,Machine Preacher Curl,
2025-05-24,Shoulders/Arms,Machine preacher curl,2,8,85,,Machine Preacher Curl,
2025-05-24,Shoulders/Arms,Machine Rear Delt Fly,1,12,45,,Machine Rear Delt Fly,
2025-05-24,Shoulders/Arms,Machine Rear Delt Fly,2,12,50,,Machine Rear Delt Fly,
2025-05-24,Shoulders/Arms,Machine Rear Delt Fly,3,9,55,,Machine Rear Delt Fly,
2025-05-24,Shoulders/Arms,Single arm cable tricep pushdown,1,12,25,,Single Arm Cable Tricep Pushdown,
2025-05-24,Shoulders/Arms,Single arm cable tricep pushdown,2,10,30,,Single Arm Cable Tricep Pushdown,
2025-05-24,Shoulders/Arms,Smith machine shoulder press,1,8,140,,Smith Machine Shoulder Press,
2025-05-24,Shoulders/Arms,Smith machine shoulder press,2,8,145,,Smith Machine Shoulder Press,
2025-05-24,Shoulders/Arms,Smith machine shoulder press,3,8,140,,Smith Machine Shoulder Press,
2025-05-24,Shoulders/Arms,Smith machine shoulder press,4,8,145,,Smith Machine Shoulder Press,
2025-05-24,Shoulders/Arms,Tricep Dip Machine (Plate Loaded),1,6,360,,Tricep Dip Machine,
2025-05-24,Shoulders/Arms,Tricep Dip Machine (Plate Loaded),2,6,365,,Tricep Dip Machine,
2025-05-24,Shoulders/Arms,Upper body warmup,1,10,10,,Upper Body Warmup,
2025-05-24,Shoulders/Arms,Upper body warmup,2,10,10,,Upper Body Warmup,
2025-05-26,Legs 1,Lying Hamstring curl,1,10,90,,Lying Hamstring Curl,
2025-05-26,Legs 1,Lying Hamstring curl,2,10,95,,Lying Hamstring Curl,
2025-05-26,Legs 1,Plate Loaded Leg Press (45 degree),1,10,395,,Plate Loaded Leg Press,
2025-05-26,Legs 1,Plate Loaded Leg Press (45 degree),2,10,400,,Plate Loaded Leg Press,
2025-05-26,Legs 1,Single Arm KB walk (obliques),1,10,70,,Single Arm Kb Walk,
2025-05-26,Legs 1,Single Arm KB walk (obliques),2,10,80,,Single Arm Kb Walk,
2025-05-26,Legs 1,Single Arm KB walk (obliques),3,10,90,,Single Arm Kb Walk,
2025-05-26,Legs 1,Single Leg Extension,1,8,90,,Single Leg Extension,
2025-05-26,Legs 1,Single Leg Extension,2,8,95,,Single Leg Extension,
2025-05-26,Legs 1,Single Leg Extension,3,8,100,,Single Leg Extension,
2025-05-26,Legs 1,Single Leg RDL (bench supported),1,8,90,,Single Leg Romanian Deadlift,
2025-05-26,Legs 1,Single Leg RDL (bench supported),2,8,95,,Single Leg Romanian Deadlift,
2025-05-26,Legs 1,Smith machine calf-raise,1,12,255,,Smith Machine Calf Raise,
2025-05-26,Legs 1,Smith machine calf-raise,2,12,260,,Smith Machine Calf Raise,
2025-05-26,Legs 1,Smith machine calf-raise,3,12,265,,Smith Machine Calf Raise,
2025-05-26,Legs 1,Smith Machine Split Squat,1,6,170,,Smith Machine Split Squat,
2025-05-26,Legs 1,Smith Machine Split Squat,2,6,175,,Smith Machine Split Squat,
2025-05-26,Legs 1,Smith machine squat,1,8,185,,Smith Machine Squat,
2025-05-26,Legs 1,Smith machine squat,2,8,190,,Smith Machine Squat,
2025-05-26,Legs 1,Smith machine squat,3,8,195,,Smith Machine Squat,
2025-05-27,Push,Cable crunch,1,15,140,,Cable Crunch,
2025-05-27,Push,Cable crunch,2,15,145,,Cable Crunch,
2025-05-27,Push,Cable crunch,3,15,150,,Cable Crunch,
2025-05-27,Push,Egyptian Lateral Raise,1,12,35,,Egyptian Lateral Raise,
2025-05-27,Push,Egyptian Lateral Raise,2,12,40,,Egyptian Lateral Raise,
2025-05-27,Push,Egyptian Lateral Raise,3,10,45,,Egyptian Lateral Raise,
2025-05-27,Push,Incline Smith Machine Bench,1,6,150,,Incline Smith Machine Bench,
2025-05-27,Push,Incline Smith Machine Bench,2,6,155,,Incline Smith Machine Bench,
2025-05-27,Push,Incline Smith Machine Bench,3,6,160,,Incline Smith Machine Bench,
2025-05-27,Push,Machine chest fly,1,12,55,,Machine Chest Fly,
2025-05-27,Push,Machine chest fly,2,12,60,,Machine Chest Fly,
2025-05-27,Push,Machine chest fly,3,12,65,,Machine Chest Fly,
2025-05-27,Push,Machine Chest Press,1,10,115,,Machine Chest Press,
2025-05-27,Push,Machine Chest Press,2,10,120,,Machine Chest Press,
2025-05-27,Push,Machine Chest Press,3,10,125,,Machine Chest Press,
2025-05-27,Push,Tricep overhead rope extension,1,8,65,,Tricep Overhead Rope Extension,
2025-05-27,Push,Tricep overhead rope extension,2,8,70,,Tricep Overhead Rope Extension,
2025-05-27,Push,Tricep overhead rope extension,3,8,75,,Tricep Overhead Rope Extension,
2025-05-27,Push,Upper body warmup,1,10,10,,Upper Body Warmup,
2025-05-27,Push,Upper body warmup,2,10,10,,Upper Body Warmup,
2025-05-29,Leg Day 2,Cable crunch,1,15,120,,Cable Crunch,
2025-05-29,Leg Day 2,Cable crunch,2,10,125,,Cable Crunch,
2025-05-29,Leg Day 2,Cable crunch,3,10,125,,Cable Crunch,
2025-05-29,Leg Day 2,Glute biased extension,2,12,25,,Glute Biased Extension,
2025-05-29,Leg Day 2,Glute biased extension,3,12,50,,Glute Biased Extension,
2025-05-29,Leg Day 2,Hip ADDuction,1,8,100,,Hip Adduction,
2025-05-29,Leg Day 2,Hip ADDuction,2,8,105,,Hip Adduction,
2025-05-29,Leg Day 2,Hip ADDuction,3,8,110,,Hip Adduction,
2025-05-29,Leg Day 2,Hip Thrust,1,8,220,,Hip Thrust,
2025-05-29,Leg Day 2,Hip Thrust,2,8,225,,Hip Thrust,
2025-05-29,Leg Day 2,Hip Thrust,3,8,230,,Hip Thrust,
2025-05-29,Leg Day 2,Leg extension,1,10,170,,Leg Extension,
2025-05-29,Leg Day 2,Leg extension,2,10,175,,Leg Extension,
2025-05-29,Leg Day 2,Machine Calf Raise (Gastroc),1,15,310,,Machine Calf Raise,
2025-05-29,Leg Day 2,Machine Calf Raise (Gastroc),2,15,315,,Machine Calf Raise,
2025-05-29,Leg Day 2,Machine Calf Raise (Gastroc),3,15,320,,Machine Calf Raise,
2025-05-29,Leg Day 2,Machine Hip Abduction (single leg),1,10,120,,Machine Hip Abduction,
2025-05-29,Leg Day 2,Machine Hip Abduction (single leg),2,10,125,,Machine Hip Abduction,
2025-05-29,Leg Day 2,Machine Hip Abduction (single leg),3,10,130,,Machine Hip Abduction,
2025-05-29,Leg Day 2,Seated hamstring curl,1,8,135,,Seated Hamstring Curl,
2025-05-29,Leg Day 2,Seated hamstring curl,2,8,140,,Seated Hamstring Curl,
2025-05-29,Leg Day 2,Smith machine RDL,1,8,240,,Smith Machine Rdl,
2025-05-29,Leg Day 2,Smith machine RDL,2,8,245,,Smith Machine Rdl,
2025-05-29,Leg Day 2,Smith machine RDL,3,8,250,,Smith Machine Rdl,
2025-05-30,Pull Day,Bayesian Biceps cable curl,1,12,30,,Bayesian Biceps Cable Curl,
2025-05-30,Pull Day,Bayesian Biceps cable curl,2,8,35,,Bayesian Biceps Cable Curl,
2025-05-30,Pull Day,Bench supported Hi-Lo Cable Row,1,8,45,,Bench Supported Hi Lo Cable Row,
2025-05-30,Pull Day,Bench supported Hi-Lo Cable Row,2,8,50,,Bench Supported Hi Lo Cable Row,
2025-05-30,Pull Day,Bench supported Hi-Lo Cable Row,3,8,55,,Bench Supported Hi Lo Cable Row,
2025-05-30,Pull Day,Cable pull-over,1,10,55,,Cable Pull-over,
2025-05-30,Pull Day,Cable pull-over,2,10,60,,Cable Pull-over,
2025-05-30,Pull Day,Cable pull-over,3,10,65,,Cable Pull-over,
2025-05-30,Pull Day,Chest Supported T-Bar Rows,1,8,85,,Chest Supported T-bar Rows,
2025-05-30,Pull Day,Chest Supported T-Bar Rows,2,8,90,,Chest Supported T-bar Rows,
2025-05-30,Pull Day,Chest Supported T-Bar Rows,3,8,95,,Chest Supported T-bar Rows,
2025-05-30,Pull Day,DB Hammer curls,1,8,55,,Dumbbell Hammer Curls,
2025-05-30,Pull Day,DB Hammer curls,2,8,60,,Dumbbell Hammer Curls,
2025-05-30,Pull Day,Seated Cable Facepull,1,10,75,,Seated Cable Facepull,
2025-05-30,Pull Day,Seated Cable Facepull,2,10,80,,Seated Cable Facepull,
2025-05-30,Pull Day,Side Crunch (on Roman Chair),1,8,55,,Side Crunch,
2025-05-30,Pull Day,Side Crunch (on Roman Chair),2,8,60,,Side Crunch,
2025-05-30,Pull Day,Side Crunch (on Roman Chair),3,8,65,,Side Crunch,
2025-05-31,Shoulders/Arms,DB Lateral Raises,1,6,40,,Dumbbell Lateral Raises,
2025-05-31,Shoulders/Arms,DB Lateral Raises,2,6,45,,Dumbbell Lateral Raises,
2025-05-31,Shoulders/Arms,DB Lateral Raises,3,6,50,,Dumbbell Lateral Raises,
2025-05-31,Shoulders/Arms,Incline Dumbbell Bicep Curl,1,8,35,,Incline Dumbbell Bicep Curl,
2025-05-31,Shoulders/Arms,Incline Dumbbell Bicep Curl,2,8,40,,Incline Dumbbell Bicep Curl,
2025-05-31,Shoulders/Arms,Incline machine chest press (captioned),1,9,130,,Incline Machine Chest Press,
2025-05-31,Shoulders/Arms,Incline machine chest press (captioned),2,8,135,,Incline Machine Chest Press,
2025-05-31,Shoulders/Arms,Machine preacher curl,1,10,85,,Machine Preacher Curl,
2025-05-31,Shoulders/Arms,Machine preacher curl,2,10,90,,Machine Preacher Curl,
2025-05-31,Shoulders/Arms,Machine Rear Delt Fly,1,10,50,,Machine Rear Delt Fly,
2025-05-31,Shoulders/Arms,Machine Rear Delt Fly,2,10,50,,Machine Rear Delt Fly,
2025-05-31,Shoulders/Arms,Machine Rear Delt Fly,3,8,55,,Machine Rear Delt Fly,
2025-05-31,Shoulders/Arms,Single arm cable tricep pushdown,1,12,25,,Single Arm Cable Tricep Pushdown,
2025-05-31,Shoulders/Arms,Single arm cable tricep pushdown,2,10,25,,Single Arm Cable Tricep Pushdown,
2025-05-31,Shoulders/Arms,Smith machine shoulder press,1,6,145,,Smith Machine Shoulder Press,
2025-05-31,Shoulders/Arms,Smith machine shoulder press,2,6,150,,Smith Machine Shoulder Press,
2025-05-31,Shoulders/Arms,Smith machine shoulder press,3,6,145,,Smith Machine Shoulder Press,
2025-05-31,Shoulders/Arms,Smith machine shoulder press,4,6,145,,Smith Machine Shoulder Press,
2025-05-31,Shoulders/Arms,Tricep Dip Machine (Plate Loaded),1,6,360,,Tricep Dip Machine,
2025-05-31,Shoulders/Arms,Tricep Dip Machine (Plate Loaded),2,6,365,,Tricep Dip Machine,
2025-05-31,Shoulders/Arms,Upper body warmup,1,10,10,,Upper Body Warmup,
2025-05-31,Shoulders/Arms,Upper body warmup,2,10,10,,Upper Body Warmup,
2025-06-02,Legs 1,Lying Hamstring curl,1,8,95,,Lying Hamstring Curl,
2025-06-02,Legs 1,Lying Hamstring curl,2,8,100,,Lying Hamstring Curl,
2025-06-02,Legs 1,Lying Hamstring curl,3,8,105,,Lying Hamstring Curl,
2025-06-02,Legs 1,Plate Loaded Leg Press (45 degree),1,10,400,,Plate Loaded Leg Press,
2025-06-02,Legs 1,Plate Loaded Leg Press (45 degree),2,8,405,,Plate Loaded Leg Press,
2025-06-02,Legs 1,Single Arm KB walk (obliques),1,10,70,,Single Arm Kb Walk,
2025-06-02,Legs 1,Single Arm KB walk (obliques),2,10,80,,Single Arm Kb Walk,
2025-06-02,Legs 1,Single Arm KB walk (obliques),3,10,90,,Single Arm Kb Walk,
2025-06-02,Legs 1,Single Leg Extension,1,8,90,,Single Leg Extension,
2025-06-02,Legs 1,Single Leg Extension,2,8,95,,Single Leg Extension,
2025-06-02,Legs 1,Single Leg Extension,3,8,100,,Single Leg Extension,
2025-06-02,Legs 1,Single Leg RDL (bench supported),1,10,90,,Single Leg Romanian Deadlift,
2025-06-02,Legs 1,Single Leg RDL (bench supported),2,8,95,,Single Leg Romanian Deadlift,
2025-06-02,Legs 1,Smith machine calf-raise,1,12,260,,Smith Machine Calf Raise,
2025-06-02,Legs 1,Smith machine calf-raise,2,12,265,,Smith Machine Calf Raise,
2025-06-02,Legs 1,Smith machine calf-raise,3,12,270,,Smith Machine Calf Raise,
2025-06-02,Legs 1,Smith Machine Split Squat,1,7,170,,Smith Machine Split Squat,
2025-06-02,Legs 1,Smith Machine Split Squat,2,7,175,,Smith Machine Split Squat,
2025-06-02,Legs 1,Smith machine squat,1,8,190,,Smith Machine Squat,
2025-06-02,Legs 1,Smith machine squat,2,8,195,,Smith Machine Squat,
2025-06-02,Legs 1,Smith machine squat,3,9,200,,Smith Machine Squat,
2025-06-03,Push,Cable crunch,1,15,140,,Cable Crunch,
2025-06-03,Push,Cable crunch,2,15,145,,Cable Crunch,
2025-06-03,Push,Cable crunch,3,15,150,,Cable Crunch,
2025-06-03,Push,Egyptian Lateral Raise,1,12,35,,Egyptian Lateral Raise,
2025-06-03,Push,Egyptian Lateral Raise,2,12,40,,Egyptian Lateral Raise,
2025-06-03,Push,Egyptian Lateral Raise,3,11,45,,Egyptian Lateral Raise,
2025-06-03,Push,Incline Smith Machine Bench,1,7,150,,Incline Smith Machine Bench,
2025-06-03,Push,Incline Smith Machine Bench,2,7,155,,Incline Smith Machine Bench,
2025-06-03,Push,Incline Smith Machine Bench,3,7,160,,Incline Smith Machine Bench,
2025-06-03,Push,Machine chest fly,1,12,60,,Machine Chest Fly,
2025-06-03,Push,Machine chest fly,2,12,65,,Machine Chest Fly,
2025-06-03,Push,Machine chest fly,3,12,70,,Machine Chest Fly,
2025-06-03,Push,Machine Chest Press,1,10,120,,Machine Chest Press,
2025-06-03,Push,Machine Chest Press,2,10,125,,Machine Chest Press,
2025-06-03,Push,Machine Chest Press,3,10,130,,Machine Chest Press,
2025-06-03,Push,Tricep overhead rope extension,1,8,65,,Tricep Overhead Rope Extension,
2025-06-03,Push,Tricep overhead rope extension,2,8,70,,Tricep Overhead Rope Extension,
2025-06-03,Push,Tricep overhead rope extension,3,8,75,,Tricep Overhead Rope Extension,
2025-06-03,Push,Upper body warmup,1,10,10,,Upper Body Warmup,
2025-06-03,Push,Upper body warmup,2,10,10,,Upper Body Warmup,
2025-06-05,Leg Day 2,Cable crunch,1,15,140,,Cable Crunch,
2025-06-05,Leg Day 2,Cable crunch,2,15,145,,Cable Crunch,
2025-06-05,Leg Day 2,Cable crunch,3,15,150,,Cable Crunch,
2025-06-05,Leg Day 2,Glute biased extension,1,10,170,,Glute Biased Extension,
2025-06-05,Leg Day 2,Glute biased extension,2,10,185,,Glute Biased Extension,
2025-06-05,Leg Day 2,Glute biased extension,3,10,200,,Glute Biased Extension,
2025-06-05,Leg Day 2,Hip ADDuction,1,8,110,,Hip Adduction,
2025-06-05,Leg Day 2,Hip ADDuction,2,10,80,,Hip Adduction,
2025-06-05,Leg Day 2,Hip ADDuction,3,10,85,,Hip Adduction,
2025-06-05,Leg Day 2,Hip Thrust,1,8,250,,Hip Thrust,
2025-06-05,Leg Day 2,Hip Thrust,2,8,255,,Hip Thrust,
2025-06-05,Leg Day 2,Hip Thrust,3,8,260,,Hip Thrust,
2025-06-05,Leg Day 2,Leg extension,1,9,195,,Leg Extension,
2025-06-05,Leg Day 2,Leg extension,2,9,200,,Leg Extension,
2025-06-05,Leg Day 2,Machine Calf Raise (Gastroc),1,15,340,,Machine Calf Raise,
2025-06-05,Leg Day 2,Machine Calf Raise (Gastroc),2,15,345,,Machine Calf Raise,
2025-06-05,Leg Day 2,Machine Calf Raise (Gastroc),3,15,350,,Machine Calf Raise,
2025-06-05,Leg Day 2,Machine Hip Abduction (single leg),1,10,110,,Machine Hip Abduction,
2025-06-05,Leg Day 2,Machine Hip Abduction (single leg),2,10,115,,Machine Hip Abduction,
2025-06-05,Leg Day 2,Machine Hip Abduction (single leg),3,10,120,,Machine Hip Abduction,
2025-06-05,Leg Day 2,Seated hamstring curl,1,10,105,,Seated Hamstring Curl,
2025-06-05,Leg Day 2,Seated hamstring curl,2,10,110,,Seated Hamstring Curl,
2025-06-05,Leg Day 2,Smith machine RDL,1,6,265,,Smith Machine Rdl,
2025-06-05,Leg Day 2,Smith machine RDL,2,6,270,,Smith Machine Rdl,
2025-06-05,Leg Day 2,Smith machine RDL,3,6,275,,Smith Machine Rdl,
2025-06-06,Pull Day,Bayesian Biceps cable curl,1,12,30,,Bayesian Biceps Cable Curl,
2025-06-06,Pull Day,Bayesian Biceps cable curl,2,10,35,,Bayesian Biceps Cable Curl,
2025-06-06,Pull Day,Bench supported Hi-Lo Cable Row,1,10,45,,Bench Supported Hi Lo Cable Row,
2025-06-06,Pull Day,Bench supported Hi-Lo Cable Row,2,10,50,,Bench Supported Hi Lo Cable Row,
2025-06-06,Pull Day,Bench supported Hi-Lo Cable Row,3,10,55,,Bench Supported Hi Lo Cable Row,
2025-06-06,Pull Day,Cable pull-over,1,12,55,,Cable Pull-over,
2025-06-06,Pull Day,Cable pull-over,2,10,60,,Cable Pull-over,
2025-06-06,Pull Day,Cable pull-over,3,10,65,,Cable Pull-over,
2025-06-06,Pull Day,Chest Supported T-Bar Rows,1,8,90,,Chest Supported T-bar Rows,
2025-06-06,Pull Day,Chest Supported T-Bar Rows,2,8,95,,Chest Supported T-bar Rows,
2025-06-06,Pull Day,Chest Supported T-Bar Rows,3,8,100,,Chest Supported T-bar Rows,
2025-06-06,Pull Day,DB Hammer curls,1,8,60,,Dumbbell Hammer Curls,
2025-06-06,Pull Day,DB Hammer curls,2,8,65,,Dumbbell Hammer Curls,
2025-06-06,Pull Day,Seated Cable Facepull,1,12,75,,Seated Cable Facepull,
2025-06-06,Pull Day,Seated Cable Facepull,2,12,80,,Seated Cable Facepull,
2025-06-06,Pull Day,Side Crunch (on Roman Chair),1,9,55,,Side Crunch,
2025-06-06,Pull Day,Side Crunch (on Roman Chair),2,9,60,,Side Crunch,
2025-06-06,Pull Day,Side Crunch (on Roman Chair),3,9,65,,Side Crunch,
2025-06-07,Shoulders/Arms,Cable rotation,1,12,40,,Cable Rotation,
2025-06-07,Shoulders/Arms,Cable rotation,2,12,45,,Cable Rotation,
2025-06-07,Shoulders/Arms,Cable rotation,3,12,50,,Cable Rotation,
2025-06-07,Shoulders/Arms,DB Lateral Raises,1,8,40,,Dumbbell Lateral Raises,
2025-06-07,Shoulders/Arms,DB Lateral Raises,2,8,45,,Dumbbell Lateral Raises,
2025-06-07,Shoulders/Arms,DB Lateral Raises,3,6,50,,Dumbbell Lateral Raises,
2025-06-07,Shoulders/Arms,Incline Dumbbell Bicep Curl,1,8,35,,Incline Dumbbell Bicep Curl,
2025-06-07,Shoulders/Arms,Incline Dumbbell Bicep Curl,2,8,40,,Incline Dumbbell Bicep Curl,
2025-06-07,Shoulders/Arms,Incline machine chest press (captioned),1,10,130,,Incline Machine Chest Press,
2025-06-07,Shoulders/Arms,Incline machine chest press (captioned),2,8,135,,Incline Machine Chest Press,
2025-06-07,Shoulders/Arms,Machine preacher curl,1,10,90,,Machine Preacher Curl,
2025-06-07,Shoulders/Arms,Machine preacher curl,2,8,95,,Machine Preacher Curl,
2025-06-07,Shoulders/Arms,Machine Rear Delt Fly,1,12,50,,Machine Rear Delt Fly,
2025-06-07,Shoulders/Arms,Machine Rear Delt Fly,2,12,50,,Machine Rear Delt Fly,
2025-06-07,Shoulders/Arms,Machine Rear Delt Fly,3,9,55,,Machine Rear Delt Fly,
2025-06-07,Shoulders/Arms,Single arm cable tricep pushdown,1,12,25,,Single Arm Cable Tricep Pushdown,
2025-06-07,Shoulders/Arms,Single arm cable tricep pushdown,2,10,25,,Single Arm Cable Tricep Pushdown,
2025-06-07,Shoulders/Arms,Smith machine shoulder press,1,7,145,,Smith Machine Shoulder Press,
2025-06-07,Shoulders/Arms,Smith machine shoulder press,2,7,150,,Smith Machine Shoulder Press,
2025-06-07,Shoulders/Arms,Smith machine shoulder press,3,7,145,,Smith Machine Shoulder Press,
2025-06-07,Shoulders/Arms,Smith machine shoulder press,4,7,150,,Smith Machine Shoulder Press,
2025-06-07,Shoulders/Arms,Tricep Dip Machine (Plate Loaded),1,7,360,,Tricep Dip Machine,
2025-06-07,Shoulders/Arms,Tricep Dip Machine (Plate Loaded),2,7,365,,Tricep Dip Machine,
2025-06-07,Shoulders/Arms,Upper body warmup,1,10,10,,Upper Body Warmup,
2025-06-07,Shoulders/Arms,Upper body warmup,2,10,10,,Upper Body Warmup,
2025-06-09,Legs 1,Lying Hamstring curl,1,10,95,,Lying Hamstring Curl,
2025-06-09,Legs 1,Lying Hamstring curl,2,10,100,,Lying Hamstring Curl,
2025-06-09,Legs 1,Plate Loaded Leg Press (45 degree),1,10,400,,Plate Loaded Leg Press,
2025-06-09,Legs 1,Plate Loaded Leg Press (45 degree),2,10,405,,Plate Loaded Leg Press,
2025-06-09,Legs 1,Single Arm KB walk (obliques),1,10,70,,Single Arm Kb Walk,
2025-06-09,Legs 1,Single Arm KB walk (obliques),2,10,80,,Single Arm Kb Walk,
2025-06-09,Legs 1,Single Arm KB walk (obliques),3,10,90,,Single Arm Kb Walk,
2025-06-09,Legs 1,Single Leg Extension,1,8,95,,Single Leg Extension,
2025-06-09,Legs 1,Single Leg Extension,2,8,100,,Single Leg Extension,
2025-06-09,Legs 1,Single Leg Extension,3,8,105,,Single Leg Extension,
2025-06-09,Legs 1,Single Leg RDL (bench supported),1,10,90,,Single Leg Romanian Deadlift,
2025-06-09,Legs 1,Single Leg RDL (bench supported),2,10,95,,Single Leg Romanian Deadlift,
2025-06-09,Legs 1,Smith machine calf-raise,1,12,265,,Smith Machine Calf Raise,
2025-06-09,Legs 1,Smith machine calf-raise,2,12,270,,Smith Machine Calf Raise,
2025-06-09,Legs 1,Smith machine calf-raise,3,12,275,,Smith Machine Calf Raise,
2025-06-09,Legs 1,Smith Machine Split Squat,1,8,135,,Smith Machine Split Squat,
2025-06-09,Legs 1,Smith Machine Split Squat,2,8,140,,Smith Machine Split Squat,
2025-06-09,Legs 1,Smith machine squat,1,8,195,,Smith Machine Squat,
2025-06-09,Legs 1,Smith machine squat,2,8,200,,Smith Machine Squat,
2025-06-09,Legs 1,Smith machine squat,3,8,205,,Smith Machine Squat,
2025-06-10,Push,Cable crunch,1,15,140,,Cable Crunch,
2025-06-10,Push,Cable crunch,2,15,145,,Cable Crunch,
2025-06-10,Push,Cable crunch,3,15,150,,Cable Crunch,
2025-06-10,Push,Egyptian Lateral Raise,1,12,35,,Egyptian Lateral Raise,
2025-06-10,Push,Egyptian Lateral Raise,2,12,40,,Egyptian Lateral Raise,
2025-06-10,Push,Egyptian Lateral Raise,3,10,45,,Egyptian Lateral Raise,
2025-06-10,Push,Incline Smith Machine Bench,1,8,150,,Incline Smith Machine Bench,
2025-06-10,Push,Incline Smith Machine Bench,2,7,155,,Incline Smith Machine Bench,
2025-06-10,Push,Incline Smith Machine Bench,3,7,160,,Incline Smith Machine Bench,
2025-06-10,Push,Machine chest fly,1,12,40,,Machine Chest Fly,
2025-06-10,Push,Machine chest fly,2,12,45,,Machine Chest Fly,
2025-06-10,Push,Machine chest fly,3,12,50,,Machine Chest Fly,
2025-06-10,Push,Machine Chest Press,1,10,125,,Machine Chest Press,
2025-06-10,Push,Machine Chest Press,2,10,130,,Machine Chest Press,
2025-06-10,Push,Machine Chest Press,3,10,135,,Machine Chest Press,
2025-06-10,Push,Tricep overhead rope extension,1,8,65,,Tricep Overhead Rope Extension,
